Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group
LTAU_950,BUILDING,BUILDING,384429.767N,0353240.788E,3700.9,152.6,NO INFO,,NO
LTAU_951,POLE,POLE,384758.466N,0352850.690E,3725.9,98.4,NO INFO,,NO
LTAU_952,POLE,POLE,384759.945N,0352851.928E,3734.6,98.4,NO INFO,,NO
LTAU_953,POLE,POLE,384802.362N,0352850.212E,3774.5,98.4,NO INFO,,NO
LTAU_954,POLE,POLE,384755.371N,0352841.045E,3776.2,98.4,NO INFO,,NO
LTAU_955,POLE,POLE,384756.602N,0352841.169E,3779.6,98.4,NO INFO,,NO
LTAU_956,POLE,POLE,384758.310N,0352838.452E,3806.9,98.4,NO INFO,,NO
LTAU_957,POLE,POLE,384751.085N,0352816.742E,3776.1,98.4,NO INFO,,NO
LTAU_958,POLE,POLE,384752.508N,0352828.569E,3801.6,98.4,NO INFO,,NO
LTAU_959,POLE,POLE,384751.385N,0352828.509E,3794.5,98.4,NO INFO,,NO
LTAU_960,POLE,POLE,384756.054N,0352831.324E,3824.5,98.4,NO INFO,,NO
LTAU_961,POLE,POLE,384747.864N,0352807.156E,3822.2,98.4,NO INFO,,NO
LTAU_962,POLE,POLE,384745.793N,0352807.710E,3822.2,98.4,NO INFO,,NO
LTAU_963,POLE,POLE,384744.638N,0352807.505E,3822.2,98.4,NO INFO,,NO
LTAU_964,POLE,POLE,384744.421N,0352757.069E,3812.0,98.4,NO INFO,,NO
LTAU_965,POLE,POLE,384741.629N,0352755.196E,3805.8,98.4,NO INFO,,NO
LTAU_966,POLE,POLE,384740.699N,0352755.328E,3802.6,98.4,NO INFO,,NO
LTAU_967,POLE,POLE,384739.981N,0352800.074E,3797.7,98.4,NO INFO,,NO
LTAU_968,POLE,POLE,384740.886N,0352746.485E,3777.7,98.4,NO INFO,,NO
LTAU_969,POLE,POLE,384738.618N,0352745.354E,3760.8,98.4,NO INFO,,NO
LTAU_970,POLE,POLE,384737.460N,0352745.347E,3753.2,98.4,NO INFO,,NO
LTAU_971,POLE,POLE,384734.565N,0352727.993E,3736.9,98.4,NO INFO,,NO
LTAU_972,POLE,POLE,384733.156N,0352728.422E,3725.7,98.4,NO INFO,,NO
LTAU_973,POLE,POLE,384732.198N,0352728.685E,3718.7,98.4,NO INFO,,NO
LTAU_974,POLE,POLE,384729.176N,0352712.001E,3689.9,98.4,NO INFO,,NO
LTAU_975,POLE,POLE,384728.055N,0352712.686E,3682.7,98.4,NO INFO,,NO
LTAU_976,POLE,POLE,384727.085N,0352713.114E,3676.3,98.4,NO INFO,,NO
LTAU_977,POLE,POLE,384725.951N,0352702.515E,3674.5,98.4,NO INFO,,NO
LTAU_978,POLE,POLE,384724.806N,0352702.300E,3674.5,98.4,NO INFO,,NO
LTAU_979,POLE,POLE,384723.952N,0352702.885E,3674.5,98.4,NO INFO,,NO
LTAU_980,POLE,POLE,384804.818N,0352910.535E,3822.2,98.4,NO INFO,,NO
LTAU_981,POLE,POLE,384806.035N,0352910.796E,3822.2,98.4,NO INFO,,NO
LTAU_982,POLE,POLE,384809.260N,0352910.470E,3805.1,98.4,NO INFO,,NO
LTAU_983,POLE,POLE,384814.309N,0352925.232E,3838.6,98.4,NO INFO,,NO
LTAU_984,POLE,POLE,384810.779N,0352925.767E,3838.6,98.4,NO INFO,,NO
LTAU_985,POLE,POLE,384809.930N,0352926.368E,3835.2,98.4,NO INFO,,NO
LTAU_986,POLE,POLE,384818.200N,0352936.939E,3782.4,98.4,NO INFO,,NO
LTAU_987,POLE,POLE,384814.583N,0352937.553E,3772.3,98.4,NO INFO,,NO
LTAU_988,POLE,POLE,384813.427N,0352937.403E,3772.0,98.4,NO INFO,,NO
LTAU_989,POLE,POLE,384817.008N,0352948.550E,3731.9,98.4,NO INFO,,NO
LTAU_990,POLE,POLE,384817.940N,0352948.154E,3743.8,98.4,NO INFO,,NO
LTAU_991,POLE,POLE,384821.379N,0352946.303E,3756.6,98.4,NO INFO,,NO
LTAU_992,POLE,POLE,384823.232N,0353004.479E,3722.8,98.4,NO INFO,,NO
LTAU_993,POLE,POLE,384823.037N,0353007.598E,3726.7,98.4,NO INFO,,NO
LTAU_994,POLE,POLE,384828.767N,0353025.512E,3746.9,98.4,NO INFO,,NO
LTAU_995,POLE,POLE,384829.758N,0353025.300E,3744.8,98.4,NO INFO,,NO
LTAU_996,POLE,POLE,384832.554N,0353026.001E,3721.6,98.4,NO INFO,,NO
LTAU_997,POLE,POLE,384830.510N,0353016.277E,3766.4,98.4,NO INFO,,NO
LTAU_998,POLE,POLE,384828.691N,0353008.070E,3773.0,98.4,NO INFO,,NO
LTAU_999,POLE,POLE,384826.528N,0353014.877E,3764.5,98.4,NO INFO,,NO
LTAU_1000,POLE,POLE,384825.936N,0353016.446E,3755.8,98.4,NO INFO,,NO
LTAU_1001,POLE,POLE,384742.193N,0353155.912E,3616.3,114.8,NO INFO,,NO
LTAU_1002,POLE,POLE,384740.071N,0353158.452E,3613.5,114.8,NO INFO,,NO
LTAU_1003,POLE,POLE,384739.750N,0353344.986E,3740.2,114.8,NO INFO,,NO
LTAU_1004,POLE,POLE,384736.250N,0353341.187E,3740.2,114.8,NO INFO,,NO
LTAU_1005,POLE,POLE,384735.325N,0353333.478E,3772.4,147.6,NO INFO,,NO
LTAU_1006,POLE,POLE,384736.094N,0353334.602E,3773.0,147.6,NO INFO,,NO
LTAU_1007,POLE,POLE,384729.150N,0353343.016E,3760.4,147.6,NO INFO,,NO
LTAU_1008,POLE,POLE,384730.359N,0353343.060E,3764.3,147.6,NO INFO,,NO
LTAU_1009,POLE,POLE,384722.466N,0353353.139E,3803.1,147.6,NO INFO,,NO
LTAU_1010,POLE,POLE,384723.485N,0353353.603E,3800.2,147.6,NO INFO,,NO
LTAU_1011,POLE,POLE,384717.244N,0353401.142E,3795.7,147.6,NO INFO,,NO
LTAU_1012,POLE,POLE,384718.048N,0353402.059E,3797.2,147.6,NO INFO,,NO
LTAU_1013,POLE,POLE,384713.928N,0353400.925E,3756.6,114.8,NO INFO,,NO
LTAU_1014,POLE,POLE,384742.806N,0353322.141E,3816.1,147.6,NO INFO,,NO
LTAU_1015,POLE,POLE,384748.485N,0353315.600E,3782.7,147.6,NO INFO,,NO
LTAU_1016,POLE,POLE,384802.972N,0353251.412E,3731.4,147.6,NO INFO,,NO
LTAU_1017,POLE,POLE,384802.871N,0353253.667E,3742.2,147.6,NO INFO,,NO
LTAU_1018,POLE,POLE,384808.690N,0353242.644E,3694.8,147.6,NO INFO,,NO
LTAU_1019,POLE,POLE,384808.942N,0353244.474E,3705.2,147.6,NO INFO,,NO
LTAU_1020,POLE,POLE,384823.048N,0353222.855E,3654.8,147.6,NO INFO,,NO
LTAU_1021,POLE,POLE,384717.398N,0353354.801E,3763.5,114.8,NO INFO,,NO
LTAU_1022,POLE,POLE,384718.311N,0353357.017E,3773.0,114.8,NO INFO,,NO
LTAU_1023,POLE,POLE,384719.805N,0353352.504E,3764.4,114.8,NO INFO,,NO
LTAU_1024,POLE,POLE,384721.810N,0353351.521E,3761.8,114.8,NO INFO,,NO
LTAU_1025,POLE,POLE,384724.876N,0353346.964E,3756.6,114.8,NO INFO,,NO
LTAU_1026,POLE,POLE,384730.502N,0353338.507E,3723.8,114.8,NO INFO,,NO
LTAU_1027,POLE,POLE,384749.822N,0353311.598E,3764.6,147.6,NO INFO,,NO
LTAU_1028,POLE,POLE,384822.726N,0353222.038E,3654.6,147.6,NO INFO,,NO
LTAU_1029,POLE,POLE,384828.870N,0353214.048E,3646.6,147.6,NO INFO,,NO
LTAU_1030,POLE,POLE,384827.801N,0353213.534E,3647.0,147.6,NO INFO,,NO
LTAU_1031,POLE,POLE,384827.943N,0353202.469E,3625.3,147.6,NO INFO,,NO
LTAU_1032,POLE,POLE,384828.971N,0353203.961E,3625.3,147.6,NO INFO,,NO
LTAU_1033,POLE,POLE,384828.151N,0353146.562E,3625.3,147.6,NO INFO,,NO
LTAU_1034,POLE,POLE,384829.142N,0353148.831E,3625.3,147.6,NO INFO,,NO
LTAU_1035,POLE,POLE,384828.113N,0353136.495E,3625.3,147.6,NO INFO,,NO
LTAU_1036,POLE,POLE,384829.204N,0353138.718E,3625.3,147.6,NO INFO,,NO
LTAU_1037,POLE,POLE,384829.378N,0353123.412E,3617.9,147.6,NO INFO,,NO
LTAU_1038,POLE,POLE,384633.747N,0353152.913E,3592.5,114.8,NO INFO,,NO
LTAU_1039,POLE,POLE,384725.457N,0353303.378E,3760.4,114.8,NO INFO,,NO
LTAU_1040,POLE,POLE,384726.963N,0353255.142E,3695.1,114.8,NO INFO,,NO
LTAU_1041,POLE,POLE,384656.259N,0353309.833E,3620.9,114.8,NO INFO,,NO
LTAU_1042,POLE,POLE,384658.782N,0353317.521E,3638.5,114.8,NO INFO,,NO
LTAU_1043,POLE,POLE,384701.254N,0353325.142E,3653.7,114.8,NO INFO,,NO
LTAU_1044,POLE,POLE,384705.778N,0353338.987E,3692.9,114.8,NO INFO,,NO
LTAU_1045,POLE,POLE,384703.579N,0353348.267E,3681.7,114.8,NO INFO,,NO
LTAU_1046,POLE,POLE,384710.033N,0353347.564E,3723.8,114.8,NO INFO,,NO
LTAU_1047,POLE,POLE,384711.944N,0353342.616E,3733.5,114.8,NO INFO,,NO
LTAU_1048,POLE,POLE,384715.272N,0353334.084E,3740.2,114.8,NO INFO,,NO
LTAU_1049,POLE,POLE,384719.007N,0353324.579E,3756.6,114.8,NO INFO,,NO
LTAU_1050,POLE,POLE,384721.930N,0353324.536E,3756.6,114.8,NO INFO,,NO
LTAU_1051,POLE,POLE,384722.531N,0353316.514E,3751.2,114.8,NO INFO,,NO
LTAU_1052,POLE,POLE,384722.278N,0353313.956E,3743.2,114.8,NO INFO,,NO
LTAU_1053,POLE,POLE,384721.126N,0353334.995E,3744.8,114.8,NO INFO,,NO
LTAU_1054,POLE,POLE,384720.671N,0353341.064E,3723.8,114.8,NO INFO,,NO
LTAU_1055,POLE,POLE,384709.452N,0353253.381E,3616.4,114.8,NO INFO,,NO
LTAU_1056,POLE,POLE,384828.060N,0352831.267E,3893.9,32.8,NO INFO,,NO
LTAU_1057,POLE,POLE,384827.431N,0352826.967E,3877.0,32.8,NO INFO,,NO
LTAU_1058,POLE,POLE,384826.564N,0352822.531E,3866.4,32.8,NO INFO,,NO
LTAU_1059,POLE,POLE,384832.686N,0352825.518E,3893.1,32.8,NO INFO,,NO
LTAU_1060,POLE,POLE,384831.870N,0352819.438E,3902.8,32.8,NO INFO,,NO
LTAU_1061,POLE,POLE,384832.438N,0352822.411E,3891.1,32.8,NO INFO,,NO
LTAU_1062,POLE,POLE,384832.197N,0352820.924E,3893.4,32.8,NO INFO,,NO
LTAU_1063,POLE,POLE,384626.882N,0353131.670E,3559.7,82.0,NO INFO,,NO
LTAU_1064,POLE,POLE,384629.003N,0353131.349E,3543.3,65.6,NO INFO,,NO
LTAU_1065,POLE,POLE,384629.158N,0353139.659E,3559.7,82.0,NO INFO,,NO
LTAU_1066,POLE,POLE,384630.605N,0353139.381E,3543.3,65.6,NO INFO,,NO
LTAU_1067,POLE,POLE,384632.083N,0353140.700E,3543.3,65.6,NO INFO,,NO
LTAU_1068,POLE,POLE,384635.042N,0353141.972E,3543.3,65.6,NO INFO,,NO
LTAU_1069,POLE,POLE,384638.098N,0353143.511E,3543.3,65.6,NO INFO,,NO
LTAU_1070,POLE,POLE,384447.505N,0353137.135E,3641.7,98.4,NO INFO,,NO
LTAU_1071,POLE,POLE,384449.885N,0353134.430E,3641.7,98.4,NO INFO,,NO
LTAU_1072,POLE,POLE,384452.076N,0353131.924E,3641.7,98.4,NO INFO,,NO
LTAU_1073,POLE,POLE,384456.425N,0353129.642E,3641.7,98.4,NO INFO,,NO
LTAU_1074,POLE,POLE,384459.149N,0353128.269E,3636.4,98.4,NO INFO,,NO
LTAU_1075,POLE,POLE,384459.554N,0353129.001E,3636.3,98.4,NO INFO,,NO
LTAU_1076,POLE,POLE,384500.729N,0353130.345E,3637.6,98.4,NO INFO,,NO
LTAU_1077,POLE,POLE,384648.576N,0353411.055E,3743.2,114.8,NO INFO,,NO
LTAU_1078,POLE,POLE,384650.241N,0353405.611E,3753.2,114.8,NO INFO,,NO
LTAU_1079,POLE,POLE,384655.666N,0353347.945E,3714.1,114.8,NO INFO,,NO
LTAU_1080,POLE,POLE,384654.161N,0353352.695E,3726.6,114.8,NO INFO,,NO
LTAU_1081,POLE,POLE,384652.333N,0353358.797E,3739.8,114.8,NO INFO,,NO
LTAU_1082,POLE,POLE,384502.589N,0353231.347E,3618.2,98.4,NO INFO,,NO
LTAU_1083,POLE,POLE,384458.526N,0353234.276E,3625.3,98.4,NO INFO,,NO
LTAU_1084,POLE,POLE,384441.575N,0353336.007E,3824.5,147.6,NO INFO,,NO
LTAU_1085,POLE,POLE,384456.728N,0352549.485E,3930.7,147.6,NO INFO,,NO
LTAU_1086,POLE,POLE,384455.470N,0352548.094E,3881.0,98.4,NO INFO,,NO
LTAU_1092,POLE,POLE,384620.896N,0353106.219E,3547.4,82.0,NO INFO,,NO
LTAU_1093,POLE,POLE,384624.741N,0353122.660E,3558.8,82.0,NO INFO,,NO
LTAU_1094,POLE,POLE,384622.794N,0353114.298E,3553.0,82.0,NO INFO,,NO
LTAU_1096,POLE,POLE,384627.479N,0353125.628E,3543.3,65.6,NO INFO,,NO
LTAU_1099,POLE,POLE,384657.123N,0353342.890E,3679.5,114.8,NO INFO,,NO
LTAU_1100,POLE,POLE,384646.039N,0353314.322E,3617.4,114.8,NO INFO,,NO
LTAU_1101,POLE,POLE,384649.975N,0353322.669E,3632.7,114.8,NO INFO,,NO
LTAU_1102,POLE,POLE,384652.967N,0353328.318E,3650.5,114.8,NO INFO,,NO
LTAU_1103,POLE,POLE,384838.636N,0353025.611E,3654.6,98.4,NO INFO,,NO
LTAU_1104,POLE,POLE,384832.723N,0352823.893E,3889.1,32.8,NO INFO,,NO
LTAU_1105,POLE,POLE,384827.792N,0352829.796E,3888.6,32.8,NO INFO,,NO
LTAU_1106,POLE,POLE,384827.671N,0352828.421E,3883.2,32.8,NO INFO,,NO
LTAU_1107,POLE,POLE,384827.149N,0352825.249E,3871.4,32.8,NO INFO,,NO
LTAU_1108,POLE,POLE,384826.877N,0352823.883E,3871.4,32.8,NO INFO,,NO
LTAU_1109,POLE,POLE,384733.901N,0353216.616E,3614.4,114.8,NO INFO,,NO
LTAU_1110,POLE,POLE,384730.504N,0353235.178E,3620.2,114.8,NO INFO,,NO
LTAU_1111,POLE,POLE,384728.919N,0353243.935E,3622.9,114.8,NO INFO,,NO
LTAU_1112,POLE,POLE,384710.681N,0353401.395E,3756.6,114.8,NO INFO,,NO
LTAU_1113,POLE,POLE,384708.306N,0353405.783E,3756.2,114.8,NO INFO,,NO
LTAU_1114,POLE,POLE,384706.597N,0353405.586E,3744.3,114.8,NO INFO,,NO
LTAU_1115,POLE,POLE,384704.158N,0353402.454E,3726.9,114.8,NO INFO,,NO
LTAU_1116,POLE,POLE,384558N,0352900E,3669.0,109.0,YES,RED,NO
LTAU_1117,POLE,POLE,384557N,0352859E,3688.0,118.0,YES,OTHER,NO
LTAU_1118,POLE,POLE,384552N,0352858E,3540.0,82.0,YES,RED,NO
LTAU_1119,POLE,POLE,384553N,0352854E,3545.0,87.0,YES,RED,NO
LTAU_1120,POLE,POLE,384555N,0352900E,3545.0,87.0,YES,RED,NO
LTAU_1121,POLE,POLE,384552N,0352851.5E,3560.0,110.0,NO,,NO
LTAU_1122,ANTENNA,ANTENNA,384622N,0352823E,3595.0,85.0,YES,RED,NO
LTAU_1123,ANTENNA,ANTENNA,384549N,0352838E,3494.0,42.0,YES,RED,NO
LTAU_1124,TOWER,TOWER,384633N,0352955E,3527.0,70.0,YES,RED,NO
LTAU_1125,BUILDING,BUILDING,384607N,0352933E,3480.0,23.0,YES,RED,NO
LTAU_1126,BUILDING,BUILDING,384624N,0353027E,3459.1,7.7,YES,RED,NO
LTAU_1127,BUILDING,BUILDING,384620N,0353028E,3459.1,7.7,YES,RED,NO
LTAU_1128,BUILDING,BUILDING,384603N,0352859E,3436.1,7.7,YES,RED,NO
LTAU_1129,BUILDING,BUILDING,384606N,0352858E,3436.1,7.7,YES,RED,NO
LTAU_1130,POLE,POLE,384554.76N,0352850.22E,3448.8,68.9,YES,RED,NO
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
