Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group
LTAF883,BUILDING,BUILDING,370020.345N,0351557.091E,237.53,204.07,NO INFO,,NO
LTAF884,BUILDING,BUILDING,370020.954N,0351556.676E,237.53,204.07,NO INFO,,NO
LTAF885,BUILDING,BUILDING,370120.768N,0351636.727E,315.81,282.48,NO INFO,,NO
LTAF886,BUILDING,BUILDING,370118.224N,0351653.262E,301.28,267.94,NO INFO,,NO
LTAF887,BUILDING,BUILDING,370021.774N,0351527.869E,237.30,204.07,NO INFO,,NO
LTAF888,BUILDING,BUILDING,370034.658N,0351807.458E,237.07,204.07,NO INFO,,NO
LTAF889,BUILDING,BUILDING,370034.123N,0351806.112E,237.04,204.07,NO INFO,,NO
LTAF890,BUILDING,BUILDING,370121.381N,0351558.575E,344.71,312.20,NO INFO,,NO
LTAF891,BUILDING,BUILDING,370045.381N,0351558.475E,236.41,204.07,NO INFO,,NO
LTAF892,BUILDING,BUILDING,370057.170N,0351713.284E,236.35,204.07,NO INFO,,NO
LTAF893,BUILDING,BUILDING,370020.124N,0351607.730E,236.12,204.07,NO INFO,,NO
LTAF894,BUILDING,BUILDING,370034.729N,0351804.822E,235.69,204.07,NO INFO,,NO
LTAF895,BUILDING,BUILDING,370101.642N,0351609.232E,236.15,204.56,NO INFO,,NO
LTAF896,BUILDING,BUILDING,370021.317N,0351607.484E,235.20,204.07,NO INFO,,NO
LTAF897,BUILDING,BUILDING,370049.769N,0351506.289E,290.29,259.94,NO INFO,,NO
LTAF898,BUILDING,BUILDING,370009.160N,0351523.432E,234.35,204.07,NO INFO,,NO
LTAF899,BUILDING,BUILDING,370109.142N,0351600.553E,280.71,250.46,NO INFO,,NO
LTAF900,BUILDING,BUILDING,370102.247N,0351511.267E,330.87,300.99,NO INFO,,NO
LTAF901,BUILDING,BUILDING,370102.628N,0351611.162E,237.27,207.50,NO INFO,,NO
LTAF902,BUILDING,BUILDING,370005.986N,0351523.028E,233.79,204.07,NO INFO,,NO
LTAF903,BUILDING,BUILDING,370109.541N,0351726.012E,269.52,239.89,NO INFO,,NO
LTAF904,BUILDING,BUILDING,370123.037N,0351658.112E,322.40,292.94,NO INFO,,NO
LTAF905,BUILDING,BUILDING,370056.817N,0351603.146E,233.49,204.07,NO INFO,,NO
LTAF906,BUILDING,BUILDING,370115.517N,0351721.772E,295.40,266.14,NO INFO,,NO
LTAF907,BUILDING,BUILDING,370126.814N,0351647.393E,340.42,311.28,NO INFO,,NO
LTAF908,BUILDING,BUILDING,370043.748N,0351550.397E,232.94,204.07,NO INFO,,NO
LTAF909,BUILDING,BUILDING,370111.829N,0351541.708E,316.33,288.37,NO INFO,,NO
LTAF910,BUILDING,BUILDING,370118.187N,0351628.671E,300.49,272.54,NO INFO,,NO
LTAF911,BUILDING,BUILDING,370116.832N,0351721.221E,300.13,272.27,NO INFO,,NO
LTAF912,BUILDING,BUILDING,370100.967N,0351718.380E,231.72,204.07,NO INFO,,NO
LTAF913,BUILDING,BUILDING,370120.207N,0351716.150E,313.41,285.79,NO INFO,,NO
LTAF914,BUILDING,BUILDING,370108.881N,0351545.601E,296.26,268.75,NO INFO,,NO
LTAF915,BUILDING,BUILDING,370100.130N,0351712.135E,231.39,204.07,NO INFO,,NO
LTAF916,BUILDING,BUILDING,370105.149N,0351548.569E,273.88,246.81,NO INFO,,NO
LTAF917,BUILDING,BUILDING,370121.820N,0351658.090E,313.68,286.81,NO INFO,,NO
LTAF918,BUILDING,BUILDING,370020.009N,0351604.107E,230.54,204.07,NO INFO,,NO
LTAF919,BUILDING,BUILDING,370053.219N,0351541.992E,230.54,204.07,NO INFO,,NO
LTAF920,BUILDING,BUILDING,370042.041N,0351549.318E,230.48,204.07,NO INFO,,NO
LTAF921,BUILDING,BUILDING,370052.362N,0351540.466E,230.05,204.07,NO INFO,,NO
LTAF922,BUILDING,BUILDING,370059.237N,0351712.661E,229.98,204.07,NO INFO,,NO
LTAF923,BUILDING,BUILDING,370112.083N,0351537.307E,322.11,296.29,NO INFO,,NO
LTAF924,BUILDING,BUILDING,370107.444N,0351542.596E,292.22,266.48,NO INFO,,NO
LTAF925,BUILDING,BUILDING,370103.133N,0351609.444E,237.20,211.66,NO INFO,,NO
LTAF926,BUILDING,BUILDING,370053.828N,0351541.375E,230.54,205.31,NO INFO,,NO
LTAF927,BUILDING,BUILDING,370103.080N,0351511.890E,328.21,303.28,NO INFO,,NO
LTAF928,BUILDING,BUILDING,370125.936N,0351708.316E,335.43,310.63,NO INFO,,NO
LTAF929,BUILDING,BUILDING,370053.093N,0351543.867E,228.80,204.07,NO INFO,,NO
LTAF930,BUILDING,BUILDING,370103.752N,0351521.056E,311.48,286.91,NO INFO,,NO
LTAF931,BUILDING,BUILDING,370118.007N,0351617.180E,302.92,278.54,NO INFO,,NO
LTAF932,BUILDING,BUILDING,370106.301N,0351708.795E,236.38,212.10,NO INFO,,NO
LTAF933,BUILDING,BUILDING,370040.091N,0351550.827E,228.28,204.07,NO INFO,,NO
LTAF934,BUILDING,BUILDING,370047.648N,0351519.436E,244.91,220.94,NO INFO,,NO
LTAF935,BUILDING,BUILDING,370115.698N,0351723.119E,293.47,269.52,NO INFO,,NO
LTAF936,BUILDING,BUILDING,370051.998N,0351544.839E,227.98,204.07,NO INFO,,NO
LTAF937,BUILDING,BUILDING,370101.898N,0351555.068E,246.26,222.38,NO INFO,,NO
LTAF938,BUILDING,BUILDING,370126.362N,0351652.000E,332.05,309.02,NO INFO,,NO
LTAF939,BUILDING,BUILDING,370125.704N,0351559.566E,355.18,332.21,NO INFO,,NO
LTAF940,BUILDING,BUILDING,370124.977N,0351556.483E,354.85,332.02,NO INFO,,NO
LTAF941,BUILDING,BUILDING,370038.122N,0351549.971E,226.41,204.07,NO INFO,,NO
LTAF942,BUILDING,BUILDING,370117.733N,0351613.802E,302.03,279.79,NO INFO,,NO
LTAF943,BUILDING,BUILDING,370104.036N,0351548.493E,263.87,241.65,NO INFO,,NO
LTAF944,BUILDING,BUILDING,370105.204N,0351657.219E,226.18,204.07,NO INFO,,NO
LTAF945,BUILDING,BUILDING,370122.548N,0351716.146E,319.29,297.47,NO INFO,,NO
LTAF946,BUILDING,BUILDING,370106.278N,0351610.612E,247.31,225.97,NO INFO,,NO
LTAF947,BUILDING,BUILDING,370034.650N,0351530.326E,225.36,204.07,NO INFO,,NO
LTAF948,BUILDING,BUILDING,370034.492N,0351531.994E,225.36,204.07,NO INFO,,NO
LTAF949,BUILDING,BUILDING,370034.347N,0351533.766E,225.36,204.07,NO INFO,,NO
LTAF950,BUILDING,BUILDING,370101.862N,0351551.168E,248.82,227.55,NO INFO,,NO
LTAF951,BUILDING,BUILDING,370116.023N,0351724.413E,291.93,270.67,NO INFO,,NO
LTAF952,BUILDING,BUILDING,370127.778N,0351649.343E,337.14,316.11,NO INFO,,NO
LTAF953,BUILDING,BUILDING,370056.851N,0351544.653E,234.58,213.85,NO INFO,,NO
LTAF954,BUILDING,BUILDING,370102.701N,0351552.456E,250.42,229.74,NO INFO,,NO
LTAF955,BUILDING,BUILDING,370008.345N,0351522.062E,224.67,204.07,NO INFO,,NO
LTAF956,BUILDING,BUILDING,370104.185N,0351658.797E,224.60,204.07,NO INFO,,NO
LTAF957,BUILDING,BUILDING,370052.346N,0351539.237E,224.57,204.07,NO INFO,,NO
LTAF958,BUILDING,BUILDING,370119.890N,0351629.663E,300.82,280.64,NO INFO,,NO
LTAF959,BUILDING,BUILDING,370100.763N,0351556.365E,235.36,215.25,NO INFO,,NO
LTAF960,BUILDING,BUILDING,370007.394N,0351523.218E,224.18,204.07,NO INFO,,NO
LTAF961,BUILDING,BUILDING,370109.036N,0351543.599E,292.45,272.43,NO INFO,,NO
LTAF962,BUILDING,BUILDING,370039.459N,0351507.496E,231.95,212.17,NO INFO,,NO
LTAF963,BUILDING,BUILDING,370105.041N,0351520.487E,313.91,294.16,NO INFO,,NO
LTAF964,BUILDING,BUILDING,370122.784N,0351717.908E,319.19,299.73,NO INFO,,NO
LTAF965,BUILDING,BUILDING,370111.304N,0351547.465E,296.85,277.54,NO INFO,,NO
LTAF966,BUILDING,BUILDING,370127.404N,0351650.649E,333.39,314.24,NO INFO,,NO
LTAF967,BUILDING,BUILDING,370038.271N,0351814.593E,223.13,204.07,NO INFO,,NO
LTAF968,BUILDING,BUILDING,370041.335N,0351616.801E,222.93,204.07,NO INFO,,NO
LTAF969,BUILDING,BUILDING,370054.237N,0351428.776E,393.17,374.59,NO INFO,,NO
LTAF970,BUILDING,BUILDING,370038.444N,0351815.802E,222.64,204.07,NO INFO,,NO
LTAF971,BUILDING,BUILDING,370120.771N,0351718.504E,308.59,290.06,NO INFO,,NO
LTAF972,BUILDING,BUILDING,370059.035N,0351715.614E,222.50,204.07,NO INFO,,NO
LTAF973,BUILDING,BUILDING,370118.207N,0351545.416E,331.13,313.07,NO INFO,,NO
LTAF974,BUILDING,BUILDING,370120.526N,0351534.989E,357.21,339.30,NO INFO,,NO
LTAF975,BUILDING,BUILDING,370052.972N,0351537.723E,225.65,207.79,NO INFO,,NO
LTAF976,BUILDING,BUILDING,370113.397N,0351707.281E,264.96,247.11,NO INFO,,NO
LTAF977,BUILDING,BUILDING,370051.582N,0351610.627E,221.91,204.07,NO INFO,,NO
LTAF978,BUILDING,BUILDING,370003.682N,0351524.481E,221.81,204.07,NO INFO,,NO
LTAF979,BUILDING,BUILDING,370001.178N,0351523.908E,221.78,204.07,NO INFO,,NO
LTAF980,BUILDING,BUILDING,370003.688N,0351525.807E,221.72,204.07,NO INFO,,NO
LTAF981,BUILDING,BUILDING,370037.285N,0351814.680E,221.55,204.07,NO INFO,,NO
LTAF982,BUILDING,BUILDING,370058.697N,0351511.213E,303.34,285.96,NO INFO,,NO
LTAF983,BUILDING,BUILDING,370037.414N,0351816.000E,221.39,204.07,NO INFO,,NO
LTAF984,BUILDING,BUILDING,370109.106N,0351541.741E,292.55,275.57,NO INFO,,NO
LTAF985,BUILDING,BUILDING,370001.482N,0351528.115E,220.90,204.07,NO INFO,,NO
LTAF986,BUILDING,BUILDING,370120.663N,0351603.541E,320.30,303.47,NO INFO,,NO
LTAF987,BUILDING,BUILDING,370111.443N,0351544.953E,298.32,281.77,NO INFO,,NO
LTAF988,BUILDING,BUILDING,370101.516N,0351547.552E,247.67,231.17,NO INFO,,NO
LTAF989,BUILDING,BUILDING,370107.148N,0351603.305E,254.13,237.70,NO INFO,,NO
LTAF990,BUILDING,BUILDING,370112.873N,0351605.332E,279.66,263.50,NO INFO,,NO
LTAF991,BUILDING,BUILDING,370111.274N,0351528.358E,323.75,307.64,NO INFO,,NO
LTAF992,BUILDING,BUILDING,370121.106N,0351717.054E,306.85,290.81,NO INFO,,NO
LTAF993,BUILDING,BUILDING,370055.494N,0351543.947E,224.70,208.69,NO INFO,,NO
LTAF994,BUILDING,BUILDING,370050.473N,0351605.843E,220.01,204.07,NO INFO,,NO
LTAF995,BUILDING,BUILDING,370131.112N,0351712.121E,354.13,338.32,NO INFO,,NO
LTAF996,BUILDING,BUILDING,370112.244N,0351521.069E,341.01,325.26,NO INFO,,NO
LTAF997,BUILDING,BUILDING,370050.217N,0351604.366E,219.78,204.07,NO INFO,,NO
LTAF998,BUILDING,BUILDING,370025.553N,0351557.802E,219.78,204.07,NO INFO,,NO
LTAF999,BUILDING,BUILDING,370053.786N,0351538.311E,225.65,210.44,NO INFO,,NO
LTAF1000,BUILDING,BUILDING,370049.420N,0351605.799E,219.06,204.07,NO INFO,,NO
LTAF1001,BUILDING,BUILDING,370030.204N,0351511.052E,218.80,204.07,NO INFO,,NO
LTAF1002,BUILDING,BUILDING,370001.365N,0351526.192E,218.73,204.07,NO INFO,,NO
LTAF1003,BUILDING,BUILDING,370128.341N,0351557.238E,362.04,347.57,NO INFO,,NO
LTAF1004,BUILDING,BUILDING,370058.880N,0351718.351E,218.37,204.07,NO INFO,,NO
LTAF1005,BUILDING,BUILDING,370002.506N,0351525.023E,218.27,204.07,NO INFO,,NO
LTAF1006,BUILDING,BUILDING,370102.531N,0351546.707E,251.37,237.21,NO INFO,,NO
LTAF1007,BUILDING,BUILDING,370124.954N,0351710.460E,320.73,306.59,NO INFO,,NO
LTAF1008,BUILDING,BUILDING,370025.976N,0351555.331E,218.21,204.07,NO INFO,,NO
LTAF1009,BUILDING,BUILDING,370104.324N,0351509.294E,328.15,314.04,NO INFO,,NO
LTAF1010,BUILDING,BUILDING,370104.639N,0351700.748E,218.04,204.07,NO INFO,,NO
LTAF1011,BUILDING,BUILDING,370025.728N,0351553.196E,217.94,204.07,NO INFO,,NO
LTAF1012,BUILDING,BUILDING,370113.923N,0351710.643E,265.09,251.28,NO INFO,,NO
LTAF1013,BUILDING,BUILDING,370125.641N,0351551.925E,354.26,340.48,NO INFO,,NO
LTAF1014,BUILDING,BUILDING,370100.086N,0351513.073E,301.60,287.89,NO INFO,,NO
LTAF1015,BUILDING,BUILDING,370041.390N,0351608.618E,217.65,204.07,NO INFO,,NO
LTAF1016,BUILDING,BUILDING,370042.112N,0351610.511E,217.58,204.07,NO INFO,,NO
LTAF1017,BUILDING,BUILDING,370120.615N,0351701.848E,295.04,281.59,NO INFO,,NO
LTAF1018,BUILDING,BUILDING,370030.276N,0351511.499E,217.52,204.07,NO INFO,,NO
LTAF1019,BUILDING,BUILDING,370041.162N,0351611.279E,217.52,204.07,NO INFO,,NO
LTAF1020,BUILDING,BUILDING,370058.270N,0351718.285E,217.52,204.07,NO INFO,,NO
LTAF1021,BUILDING,BUILDING,370113.052N,0351603.718E,279.46,266.05,NO INFO,,NO
LTAF1022,BUILDING,BUILDING,370039.971N,0351557.453E,217.39,204.07,NO INFO,,NO
LTAF1023,BUILDING,BUILDING,370040.138N,0351558.631E,217.39,204.07,NO INFO,,NO
LTAF1024,BUILDING,BUILDING,370031.308N,0351604.130E,216.86,204.07,NO INFO,,NO
LTAF1025,BUILDING,BUILDING,370031.739N,0351601.764E,216.83,204.07,NO INFO,,NO
LTAF1026,BUILDING,BUILDING,370031.512N,0351602.944E,216.83,204.07,NO INFO,,NO
LTAF1027,BUILDING,BUILDING,370042.185N,0351609.571E,216.73,204.07,NO INFO,,NO
LTAF1028,BUILDING,BUILDING,370121.299N,0351745.311E,329.95,317.38,NO INFO,,NO
LTAF1029,BUILDING,BUILDING,370102.537N,0351545.386E,251.44,239.23,NO INFO,,NO
LTAF1030,BUILDING,BUILDING,370048.834N,0351604.443E,216.27,204.07,NO INFO,,NO
LTAF1031,BUILDING,BUILDING,370103.586N,0351701.018E,216.20,204.07,NO INFO,,NO
LTAF1032,BUILDING,BUILDING,370105.118N,0351545.484E,263.28,251.19,NO INFO,,NO
LTAF1033,BUILDING,BUILDING,370109.333N,0351558.768E,265.55,253.47,NO INFO,,NO
LTAF1034,BUILDING,BUILDING,370103.093N,0351717.714E,216.07,204.07,NO INFO,,NO
LTAF1035,BUILDING,BUILDING,370041.908N,0351613.271E,216.04,204.07,NO INFO,,NO
LTAF1036,BUILDING,BUILDING,370112.061N,0351720.850E,260.20,248.26,NO INFO,,NO
LTAF1037,BUILDING,BUILDING,370111.407N,0351606.352E,267.02,255.19,NO INFO,,NO
LTAF1038,BUILDING,BUILDING,370108.923N,0351604.151E,257.18,245.40,NO INFO,,NO
LTAF1039,BUILDING,BUILDING,370002.392N,0351521.824E,215.84,204.07,NO INFO,,NO
LTAF1040,BUILDING,BUILDING,370112.871N,0351720.693E,263.91,252.16,NO INFO,,NO
LTAF1041,BUILDING,BUILDING,370121.132N,0351708.584E,298.29,286.55,NO INFO,,NO
LTAF1042,BUILDING,BUILDING,370101.532N,0351544.557E,247.54,235.80,NO INFO,,NO
LTAF1043,BUILDING,BUILDING,370039.402N,0351505.597E,231.66,220.03,NO INFO,,NO
LTAF1044,BUILDING,BUILDING,370120.196N,0351602.226E,313.94,302.52,NO INFO,,NO
LTAF1045,BUILDING,BUILDING,370124.622N,0351632.267E,314.76,303.38,NO INFO,,NO
LTAF1046,BUILDING,BUILDING,370127.771N,0351601.730E,351.50,340.15,NO INFO,,NO
LTAF1047,BUILDING,BUILDING,370100.540N,0351716.657E,215.32,204.07,NO INFO,,NO
LTAF1048,BUILDING,BUILDING,370119.311N,0351655.739E,284.90,273.72,NO INFO,,NO
LTAF1049,BUILDING,BUILDING,370055.407N,0351559.547E,215.22,204.07,NO INFO,,NO
LTAF1050,BUILDING,BUILDING,370039.651N,0351815.189E,215.22,204.07,NO INFO,,NO
LTAF1051,BUILDING,BUILDING,370037.357N,0351541.949E,215.19,204.07,NO INFO,,NO
LTAF1052,BUILDING,BUILDING,370038.657N,0351541.586E,214.89,204.07,NO INFO,,NO
LTAF1053,BUILDING,BUILDING,370056.811N,0351550.092E,216.01,205.26,NO INFO,,NO
LTAF1054,BUILDING,BUILDING,370048.032N,0351605.726E,214.79,204.07,NO INFO,,NO
LTAF1055,BUILDING,BUILDING,370118.324N,0351547.358E,321.32,310.80,NO INFO,,NO
LTAF1056,BUILDING,BUILDING,370108.629N,0351726.105E,245.99,235.50,NO INFO,,NO
LTAF1057,BUILDING,BUILDING,370111.018N,0351646.122E,241.99,231.49,NO INFO,,NO
LTAF1058,BUILDING,BUILDING,370107.150N,0351539.560E,280.25,269.85,NO INFO,,NO
LTAF1059,BUILDING,BUILDING,370055.561N,0351558.018E,214.37,204.07,NO INFO,,NO
LTAF1060,BUILDING,BUILDING,370135.064N,0351607.677E,380.87,370.63,NO INFO,,NO
LTAF1061,BUILDING,BUILDING,370055.399N,0351548.913E,214.27,204.07,NO INFO,,NO
LTAF1062,BUILDING,BUILDING,370055.131N,0351559.454E,214.24,204.07,NO INFO,,NO
LTAF1063,BUILDING,BUILDING,370038.149N,0351543.357E,214.24,204.07,NO INFO,,NO
LTAF1064,BUILDING,BUILDING,370030.485N,0351513.175E,214.17,204.07,NO INFO,,NO
LTAF1065,BUILDING,BUILDING,370101.926N,0351517.549E,296.49,286.44,NO INFO,,NO
LTAF1066,BUILDING,BUILDING,370037.238N,0351601.573E,213.91,204.07,NO INFO,,NO
LTAF1067,BUILDING,BUILDING,370124.916N,0351707.155E,314.83,305.02,NO INFO,,NO
LTAF1068,BUILDING,BUILDING,370130.449N,0351709.346E,343.50,333.76,NO INFO,,NO
LTAF1069,BUILDING,BUILDING,370055.403N,0351558.106E,213.78,204.07,NO INFO,,NO
LTAF1070,BUILDING,BUILDING,370100.783N,0351717.478E,213.71,204.07,NO INFO,,NO
LTAF1071,BUILDING,BUILDING,370038.960N,0351610.225E,213.65,204.07,NO INFO,,NO
LTAF1072,BUILDING,BUILDING,370104.904N,0351513.772E,316.20,306.66,NO INFO,,NO
LTAF1073,BUILDING,BUILDING,370038.995N,0351612.448E,213.58,204.07,NO INFO,,NO
LTAF1074,BUILDING,BUILDING,370046.938N,0351605.683E,213.45,204.07,NO INFO,,NO
LTAF1075,BUILDING,BUILDING,370046.782N,0351604.328E,213.35,204.07,NO INFO,,NO
LTAF1076,BUILDING,BUILDING,370111.273N,0351524.513E,323.72,314.53,NO INFO,,NO
LTAF1077,BUILDING,BUILDING,370113.936N,0351643.450E,255.74,246.55,NO INFO,,NO
LTAF1078,BUILDING,BUILDING,370100.391N,0351510.962E,302.88,293.75,NO INFO,,NO
LTAF1079,BUILDING,BUILDING,370045.509N,0351718.115E,213.12,204.07,NO INFO,,NO
LTAF1080,BUILDING,BUILDING,370120.545N,0351634.004E,291.20,282.21,NO INFO,,NO
LTAF1081,BUILDING,BUILDING,370113.081N,0351516.453E,346.55,337.78,NO INFO,,NO
LTAF1082,BUILDING,BUILDING,370106.187N,0351521.283E,306.46,297.80,NO INFO,,NO
LTAF1083,BUILDING,BUILDING,370121.763N,0351701.524E,295.86,287.30,NO INFO,,NO
LTAF1084,BUILDING,BUILDING,370034.809N,0351734.473E,212.56,204.07,NO INFO,,NO
LTAF1085,BUILDING,BUILDING,370004.777N,0351525.255E,212.40,204.07,NO INFO,,NO
LTAF1086,BUILDING,BUILDING,370133.329N,0351701.259E,353.90,345.60,NO INFO,,NO
LTAF1087,BUILDING,BUILDING,370034.752N,0351733.147E,212.33,204.07,NO INFO,,NO
LTAF1088,BUILDING,BUILDING,370033.684N,0351734.422E,212.33,204.07,NO INFO,,NO
LTAF1089,BUILDING,BUILDING,370133.382N,0351700.429E,353.90,345.67,NO INFO,,NO
LTAF1090,BUILDING,BUILDING,370027.293N,0351617.894E,212.30,204.07,NO INFO,,NO
LTAF1091,BUILDING,BUILDING,370033.801N,0351733.135E,212.27,204.07,NO INFO,,NO
LTAF1092,BUILDING,BUILDING,370122.179N,0351655.750E,296.29,288.22,NO INFO,,NO
LTAF1093,BUILDING,BUILDING,370025.016N,0351611.318E,212.04,204.07,NO INFO,,NO
LTAF1094,BUILDING,BUILDING,370049.541N,0351719.740E,211.74,204.07,NO INFO,,NO
LTAF1095,BUILDING,BUILDING,370033.308N,0351621.898E,211.71,204.07,NO INFO,,NO
LTAF1096,BUILDING,BUILDING,370020.081N,0351605.869E,211.64,204.07,NO INFO,,NO
LTAF1097,BUILDING,BUILDING,370028.747N,0351610.144E,211.55,204.07,NO INFO,,NO
LTAF1098,BUILDING,BUILDING,370122.324N,0351746.069E,330.70,323.26,NO INFO,,NO
LTAF1099,BUILDING,BUILDING,370130.794N,0351710.746E,343.53,336.09,NO INFO,,NO
LTAF1100,BUILDING,BUILDING,370025.705N,0351609.956E,211.38,204.07,NO INFO,,NO
LTAF1101,BUILDING,BUILDING,370122.005N,0351708.421E,298.09,290.88,NO INFO,,NO
LTAF1102,BUILDING,BUILDING,370034.628N,0351722.229E,211.19,204.07,NO INFO,,NO
LTAF1103,BUILDING,BUILDING,370127.658N,0351553.065E,355.84,348.91,NO INFO,,NO
LTAF1104,BUILDING,BUILDING,370127.344N,0351551.618E,355.84,349.08,NO INFO,,NO
LTAF1105,BUILDING,BUILDING,370012.887N,0351523.377E,210.59,204.07,NO INFO,,NO
LTAF1106,BUILDING,BUILDING,370037.002N,0351742.090E,210.46,204.07,NO INFO,,NO
LTAF1107,BUILDING,BUILDING,370055.506N,0351546.727E,210.59,204.30,NO INFO,,NO
LTAF1108,BUILDING,BUILDING,370012.665N,0351526.804E,210.23,204.07,NO INFO,,NO
LTAF1109,BUILDING,BUILDING,370036.836N,0351801.514E,210.17,204.07,NO INFO,,NO
LTAF1110,BUILDING,BUILDING,370118.142N,0351543.793E,321.03,315.13,NO INFO,,NO
LTAF1111,BUILDING,BUILDING,370118.188N,0351656.567E,274.05,268.17,NO INFO,,NO
LTAF1112,BUILDING,BUILDING,370126.840N,0351526.505E,388.12,382.31,NO INFO,,NO
LTAF1113,BUILDING,BUILDING,370100.720N,0351552.558E,225.85,220.19,NO INFO,,NO
LTAF1114,BUILDING,BUILDING,370119.628N,0351616.933E,325.26,319.62,NO INFO,,NO
LTAF1115,BUILDING,BUILDING,370135.657N,0351729.567E,377.62,372.11,NO INFO,,NO
LTAF1116,BUILDING,BUILDING,370102.070N,0351515.671E,296.42,290.93,NO INFO,,NO
LTAF1117,BUILDING,BUILDING,370036.038N,0351741.822E,209.54,204.07,NO INFO,,NO
LTAF1118,BUILDING,BUILDING,370119.886N,0351745.084E,315.71,310.27,NO INFO,,NO
LTAF1119,BUILDING,BUILDING,370005.951N,0351525.063E,209.48,204.07,NO INFO,,NO
LTAF1120,BUILDING,BUILDING,370011.805N,0351525.820E,209.48,204.07,NO INFO,,NO
LTAF1121,BUILDING,BUILDING,370108.671N,0351723.217E,238.51,233.26,NO INFO,,NO
LTAF1122,BUILDING,BUILDING,370004.695N,0351526.654E,209.18,204.07,NO INFO,,NO
LTAF1123,BUILDING,BUILDING,370056.290N,0351604.536E,209.18,204.07,NO INFO,,NO
LTAF1124,BUILDING,BUILDING,370031.440N,0351624.183E,209.18,204.07,NO INFO,,NO
LTAF1125,BUILDING,BUILDING,370032.363N,0351623.245E,209.18,204.07,NO INFO,,NO
LTAF1126,BUILDING,BUILDING,370102.076N,0351527.080E,273.32,268.32,NO INFO,,NO
LTAF1127,BUILDING,BUILDING,370011.540N,0351529.484E,208.95,204.07,NO INFO,,NO
LTAF1128,BUILDING,BUILDING,370039.341N,0351503.913E,228.90,224.10,NO INFO,,NO
LTAF1129,BUILDING,BUILDING,370003.633N,0351526.948E,208.82,204.07,NO INFO,,NO
LTAF1130,BUILDING,BUILDING,370113.726N,0351522.764E,333.53,328.80,NO INFO,,NO
LTAF1131,BUILDING,BUILDING,370123.454N,0351719.463E,308.59,304.06,NO INFO,,NO
LTAF1132,BUILDING,BUILDING,370041.328N,0351558.509E,208.59,204.07,NO INFO,,NO
LTAF1133,BUILDING,BUILDING,370107.266N,0351643.042E,217.39,212.89,NO INFO,,NO
LTAF1134,BUILDING,BUILDING,370004.652N,0351527.919E,208.56,204.07,NO INFO,,NO
LTAF1135,BUILDING,BUILDING,370113.625N,0351709.373E,253.67,249.18,NO INFO,,NO
LTAF1136,BUILDING,BUILDING,370105.117N,0351547.051E,253.28,248.87,NO INFO,,NO
LTAF1137,BUILDING,BUILDING,370031.982N,0351621.384E,208.43,204.07,NO INFO,,NO
LTAF1138,BUILDING,BUILDING,370004.781N,0351523.525E,208.20,204.07,NO INFO,,NO
LTAF1139,BUILDING,BUILDING,370056.919N,0351507.476E,290.88,286.84,NO INFO,,NO
LTAF1140,BUILDING,BUILDING,370056.995N,0351549.027E,211.74,207.71,NO INFO,,NO
LTAF1141,BUILDING,BUILDING,370103.536N,0351659.272E,208.07,204.07,NO INFO,,NO
LTAF1142,BUILDING,BUILDING,370042.646N,0351558.013E,208.04,204.07,NO INFO,,NO
LTAF1143,BUILDING,BUILDING,370136.371N,0351608.348E,380.38,376.54,NO INFO,,NO
LTAF1144,BUILDING,BUILDING,370015.842N,0351537.800E,207.84,204.07,NO INFO,,NO
LTAF1145,BUILDING,BUILDING,370008.565N,0351525.380E,207.67,204.07,NO INFO,,NO
LTAF1146,BUILDING,BUILDING,370018.027N,0351537.638E,207.61,204.07,NO INFO,,NO
LTAF1147,BUILDING,BUILDING,370111.328N,0351543.554E,286.71,283.27,NO INFO,,NO
LTAF1148,TOWER,TOWER,365852.000N,0351633.700E,80.10,21.60,NO INFO,,NO
LTAF1149,TOWER,TOWER,365826.400N,0351552.100E,77.10,21.50,NO INFO,,NO
LTAF1150,POLE,POLE,365915.975N,0351713.679E,85.60,20.00,NO INFO,,NO
LTAF1151,POLE,POLE,365915.412N,0351713.313E,85.60,20.00,NO INFO,,NO
LTAF1152,POLE,POLE,365914.921N,0351712.814E,85.30,20.00,NO INFO,,NO
LTAF1153,POLE,POLE,365914.519N,0351712.199E,85.30,20.00,NO INFO,,NO
LTAF1154,POLE,POLE,365914.095N,0351711.477E,84.60,20.00,NO INFO,,NO
LTAF1155,POLE,POLE,365913.752N,0351710.893E,84.30,20.00,NO INFO,,NO
LTAF1156,POLE,POLE,365913.366N,0351710.240E,84.00,20.00,NO INFO,,NO
LTAF1157,POLE,POLE,365912.985N,0351709.588E,83.70,20.00,NO INFO,,NO
LTAF1158,POLE,POLE,365912.603N,0351708.935E,83.70,20.00,NO INFO,,NO
LTAF1159,POLE,POLE,365912.219N,0351708.285E,83.30,20.00,NO INFO,,NO
LTAF1160,POLE,POLE,365911.835N,0351707.634E,83.00,20.00,NO INFO,,NO
LTAF1161,POLE,POLE,365911.452N,0351706.980E,83.00,20.00,NO INFO,,NO
LTAF1162,POLE,POLE,365911.069N,0351706.330E,82.70,20.00,NO INFO,,NO
LTAF1163,POLE,POLE,365910.686N,0351705.676E,82.30,20.00,NO INFO,,NO
